Uniq Id,Crawl Timestamp,Pageurl,Website,Title,Num Of Reviews,Average Rating,Number Of Ratings,Model Num,Sku,Upc,Manufacturer,Model Name,Price,Monthly Price,Carrier,Color Category,Internal Memory,Screen Size,Five Star,Four Star,Three Star,Two Star,One Star
4bbaed4bd98487a9ee04c169480be6c3,2020-04-13 01:08:46 +0000,https://www.walmart.com/ip/Franklin-Sports-Meshtek-Teeball-Fielding-Glove-with-Ball-Right-Hand-Throw-9-5-Navy-Lime-Orange/41371795,walmart.com,,10,4.8,4.8,,41371794,,,,25.99,,,Gray,,,8,2,0,0,0
0ade1d1d2f7e12aa10e4777f455df6a7,2020-05-24 20:16:39 +0000,https://www.walmart.com/ip/HOTBEST-New-KY909-Foldable-Professional-Drone-with-Camera-4K-HD-WiFi-FPV-Wide-Angle-Optical-Flow-RC-Quadcopter-Helicopter-Toys/891540148,walmart.com,"","",0,0,"",704645012,"","","",41.03,,,Black,,,"","","","",""
0bafaad64627cf0bc1ad4a8e448e1a3f,2020-06-26 06:53:25 +0000,https://www.walmart.com/ip/Apple-iPad-Air-2-9-7-inch-32GB-Wi-Fi/54594230,walmart.com,"Apple iPad 2nd Gen, 9.7"" Display, Wi-Fi, 16GB, White (MC979LL/A) (Refurbished)",66,4.3,4.3,iPad 2,806922796,783629333581,Apple,iPad 2,62.11,NA,NA,White,NA,NA,50,5,2,1,8
30e04654c3f11c315df624a28cbee424,2020-04-18 02:19:27 +0000,https://www.walmart.com/ip/Wireless-iPhone-Mic-Case-Bluetooth-Earbuds-Android-True-Earbuds-Sport-In-Ear-Bass-Charging-Sound-I0437-Stereo-Earphones-Headphones-TWS-5-0-Samsung/949510535,walmart.com,"Wireless Sport Earbuds, TWS 5.0 Bluetooth Headphones with Mic, In-Ear Wireless Earphones with Charging Case, True Wireless Bluetooth Earbuds with Bass Stereo Sound for iPhone Samsung Android, I0437",13,4.1,4.1,SEGAMRT Earbuds I0442,949510535,673169497679,SEGAMRT Earbuds,SEGAMRT Earbuds I0442,21.99,,,Black,,,7,2,3,0,1
2c3dd01daa945fe604e96d1dfa8dfed7,2020-04-15 04:55:19 +0000,https://www.walmart.com/ip/Apple-IPad-Mini-1-A1432-A1454-Tablet-PU-Leather-Folio-360-Degree-Rotating-Stand-Case-Cover-Black/991323012,walmart.com,,2,4.5,4.5,,946646392,,,,11.99,,,Light Blue,,,1,1,0,0,0
ed9d97004a250d71324f6824022793a5,2020-05-22 01:34:24 +0000,https://www.walmart.com/ip/E-PLEX-P2031BLL62641-Electronic-Lock-Satin-Chrome-12-Button/46244876,walmart.com,"","",0,0,"",46244876,"","","",550.84,,,"",,,"","","","",""
cf91359a454088a061c0b16e7aa25c2a,2020-05-26 06:34:41 +0000,https://www.walmart.com/ip/Game-Push-Button-39x39x39-Triangle-12V-LED-Illuminated-Push-Button-Switch-with-Micro-switch-for-Arcade-Video-Green-3pcs/808153155,walmart.com,"","",0,0,"",808153155,"","","",9.93,,,"",,,"","","","",""
97f9f2ceac8e7b86d9164dc3bb671b54,2020-05-04 02:01:14 +0000,https://www.walmart.com/ip/JVC-HAFX5P-Gumy-Plus-Inner-Ear-Earbuds-Pink/17164133,walmart.com,"",18,3.9,3.9,"",17164133,"","","",10.18,,,"",,,9,5,1,0,3
52eea76fcbcc072f8dab95d5c234de7d,2020-05-07 03:32:40 +0000,https://www.walmart.com/ip/Support-Screen-Full-Body-Pro-UB-Case-iPad-Release-11-Charging-Kickstand-SUPCASE-Black-Pencil-Rugged-Protective-Built-in-2018-Series-2018-inch-Protect/790126137,walmart.com,"",3,4.3,4.3,"",461458769,"","","",31.99,,,Blue,,"",2,0,1,0,0
7c1a34a8670d53b27bdbbd23cb5732f2,2020-06-11 03:12:21 +0000,https://www.walmart.com/ip/Magnetic-Leather-Smart-Case-Cover-For-Kindle-Fire-HD-7-Dark-Blue/267405861,walmart.com,,12,4.7,4.7,,775456923,,,,9.99,,,RED,,,8,4,0,0,0
a53abebf8c06d389a1d4c551a09bb419,2020-06-21 02:05:27 +0000,https://www.walmart.com/ip/Philips-Hue-White-and-Color-Ambiance-A19-Smart-Light-Starter-Kit-60W-LED-4-Pack/822146662,walmart.com,"Philips Hue White and Color Ambiance A19 Smart Light Starter Kit, 60W LED, 4-Pack",6,3.5,3.5,471960,822146662,046677471965,Philips,471960,199.99,NA,NA,NA,NA,NA,3,1,0,0,2
733e7cd4416d3a5aa3da66206a44610f,2020-04-01 02:14:11 +0000,https://www.walmart.com/ip/Compatible-For-Fitbit-Inspire-For-Fitbit-Inspire-HR-Strap-Leather-Band-Adjustable-Replacement-Accessory-Straps/789961596,walmart.com,,"",0,0,,820589415,,,,9.51,,,Rose Gold,,,"","","","",""
862483f7f9564a3cc40d48e3762e8a8b,2020-06-28 01:01:17 +0000,https://www.walmart.com/ip/POY-For-Fitbit-Alta-Bands-Fitbit-Alta-HR-Strap-Adjustable-Replacement-Wrist-Bands-Soft-Silicone-Material-Strap-Champagne-gold-Small/354563022,walmart.com,"POY For Fitbit Alta Bands Fitbit Alta HR Strap Adjustable Replacement Wrist Bands Soft Silicone Material Strap(Rose Gold, Large)",58,4.7,4.7,NA,543519734,883343539419,POY,NA,5.89,NA,NA,#A RoseGold,NA,NA,47,8,1,1,1
e32de9717a3378767411ff67318adc30,2020-04-28 02:27:20 +0000,https://www.walmart.com/ip/Case-Glass-Refurbished-Black-FREE-Pre-Installed-Stylus-iPad-Shipping-Plus-Bundle-4th-32GB-Rapid-Apple-Generation-2-Pen-Sprint-WiFi-Charger-Day/897497559,walmart.com,"","",0,0,"",244013613,"","","",249.95,,,White - AT&T,,"","","","","",""
4073533dd1759baad14195891b90da77,2020-04-11 02:15:25 +0000,https://www.walmart.com/ip/Apple-iPad-2-16GB-32GB-64GB-Wifi-Certified-Open-Box-with-1-Year-Warranty-Bundle-includes-iPad-Case-Tempered-Glass/964924779,walmart.com,,"",0,0,,356203394,,,,179.95,,,White,,,"","","","",""
68a91fff39c69cb7eed5b4db4ea17248,2020-04-11 09:30:36 +0000,https://www.walmart.com/ip/Blink-XT2-Outdoor-Indoor-Smart-Security-Camera-with-cloud-storage-included-2-way-audio-2-year-battery-life-5-camera-kit/931028010,walmart.com,,1,4,4.0,,931028010,,,,389.99,,,"",,,0,1,0,0,0
50e089ccd5a76c3ccc403a3e0c72a58f,2020-04-26 05:31:27 +0000,https://www.walmart.com/ip/111/445658131,walmart.com,"","",0,0,"",445658131,"","","",7.77,,,Brown,,,"","","","",""
b6217436a22c9324089379a52354b30c,2020-06-06 00:40:36 +0000,https://www.walmart.com/ip/Arlo-VMC3030-100NAR-VMC3030-100NAS-Wire-Free-Indoor-Outdoor-Security-Camera-4-Pack-Base-Station-Not-Included-Certified-Refurbished/175887567,walmart.com,,"",0.0,0,,175887567,,,,224.99,,,"",,,"","","","",""
a12d1a82c113496330c4a9c67117bf0e,2020-04-04 04:29:10 +0000,https://www.walmart.com/ip/Ejoyous-720P-Home-Security-Smart-WiFi-Video-Intercom-Doorbell-Wireless-IR-Night-Vision-Camera-Doorbell-Smart-WiFi-Doorbell-Intercom-Doorbell/293358310,walmart.com,,"",0,0,,293358310,,,,40.09,,,"",,,"","","","",""
d681b1ff456c0faecc1681410bbb2c66,2020-04-08 07:38:38 +0000,https://www.walmart.com/ip/MyePads-X-Drone-Nano-2-0-Aerial-R-C-Drone-Quadcopter-with-Protectors-Green/54595638,walmart.com,,"",0,0,,54595638,,,,12.81,,,"",,,"","","","",""
0bd963069de4ae1cd791bee47dd01814,2020-04-18 04:37:42 +0000,https://www.walmart.com/ip/Floral-Collection-of-Skins-For-Nintendo-New-3DS-XL-2015/527547729,walmart.com,Floral Collection of Skins For Nintendo New 3DS XL (2015),"",0,0,"",943822526,736684742454,MightySkins,"",14.99,,,In Bloom,,"","","","","",""
8c828e12020ea160b561a31f4381f5ef,2020-04-14 04:17:30 +0000,https://www.walmart.com/ip/Case-7-9-Form-Screen-Rose-Case-tablet-iPad-mini-For-Dteck-Lotus-Handle-EVA-Stand-1-2-Cover-3-4-5-tablet-inch-Shockproof-PET-Protector/836721380,walmart.com,,"",0,0,,239507679,,,,15.99,,,Blue Lotus,,,"","","","",""
176df60edd839d8b40c1acf4d5001359,2020-05-20 01:31:41 +0000,https://www.walmart.com/ip/Sony-X950G-55-Class-BRAVIA-4K-HDR-ULTRA-HD-Smart-TV-Home-Theater-System/957365778,walmart.com,"","",0,0,"",957365778,"","","",3098.00,,,"",,"","","","","",""
f6c06119122109dc6fb2508fe91d19c2,2020-05-01 04:17:00 +0000,https://www.walmart.com/ip/usa-zippered-handle-tablet-compatible-tab-neo-case-neoprene-read-charging-fits-cables-e7-padded-sleeve-7-protective-inch-carry-lenovo-accessory-table/806027729,walmart.com,"",4,4.5,4.5,"",806027729,"","","",5.99,,,"",,"",3,0,1,0,0
e5d872b82151e8991fd8aa4c236b3dfe,2020-04-28 04:44:53 +0000,https://www.walmart.com/ip/KELING-Portable-Wireless-h-Audio-Phone-Accessories-Speaker-Hands-free-Calls-HD-Sound-and-Bass-For-Cellphone-Android-MP3-Support-32G-TF-Card/339295177,walmart.com,KELING Portable Wireless h Audio Phone Accessories Speaker Hands-free Calls HD Sound and Bass For Cellphone Android MP3 Support 32G TF Card,"",0,0,"",829695583,"",Genetic,"",13.32,,,Gold,,"","","","","",""
8aac3ff72fe6627abb888152da48e31f,2020-04-28 04:40:23 +0000,https://www.walmart.com/ip/Ihome-Star-Wars-Episode-VII-Special-Forces-Tie-Fighter-Buetooth-Speaker/49788784,walmart.com,"",3,5,5.0,"",49788784,"","","",39.64,,,"",,"",3,0,0,0,0
fe21f3b742d504a4425971201cad33d3,2020-04-18 04:53:17 +0000,https://www.walmart.com/ip/Pop-Culture-Collection-of-Skins-For-Sony-PS4-Pro-Console/578699031,walmart.com,Pop Culture Collection of Skins For Sony PS4 Pro Console,"",0,0,"",969433541,719281021375,MightySkins,"",24.99,,,Juiced Up,,"","","","","",""
b6dbd7750ce7ead77fae36d4e9ddeeba,2020-05-26 02:02:49 +0000,https://www.walmart.com/ip/Galaxy-BISEN-Aluminum-Screen-Glass-For-Free-2-Pack-Shatterproof-Anti-Shock-Active-2-Tempered-Bubble-44mm-Watch-Samsung-Anti-Scratch-Protector/415502654,walmart.com,"",2,1,1.0,"",415502654,"","","",7.95,,,"",,"",0,0,0,0,2
1298dcd9d1f5245483e23882af7d9767,2020-04-15 01:30:14 +0000,https://www.walmart.com/ip/Safavieh-Cambridge-Leslie-Geometric-Area-Rug-or-Runner/24399340,walmart.com,,18,4.4,4.4,,24399313,,,,54.63,,,Navy Blue/Ivory,,,12,4,1,0,1
d0d69eed92d9c6e7987e791e3ab32a91,2020-04-12 03:13:58 +0000,https://www.walmart.com/ip/Fintie-10-5-inch-iPad-Air-3rd-Gen-iPad-Pro-SlimShell-Case-Cover-with-Apple-Pencil-Holder-Rose-Gold/239691993,walmart.com,,2,2.5,2.5,,239691993,,,,21.99,,,"",,,0,1,0,0,1
5bda82ae66108633cd8f77d56edc9754,2020-06-23 02:19:57 +0000,https://www.walmart.com/ip/Magnetic-Clip-Holder-Fitbit-Alta-Stylish-Clip-Holder-Silicone-Sleeve-Black/531858175,walmart.com,Magnetic Clip Holder - Fitbit Alta Stylish Clip Holder Silicone Sleeve Black,NA,0.0,0,NA,531858175,NA,Henoda Inc,NA,21.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7b39279f6a2bfef45b334174b64cbaf6,2020-05-25 12:42:48 +0000,https://www.walmart.com/ip/Willstar-Wireless-Folding-Mini-Drone-Quadcopter-Foldable-RC-Drones-Wifi-FPV-RC-Drone-Quadcopter-with-Wide-Angle-Camera/546414556,walmart.com,Willstar Wireless Folding Mini Drone Quadcopter Foldable RC Drones Wifi FPV RC Drone Quadcopter with Wide-Angle Camera,"",0,0,"",175351239,605749336597,willstar,"",25.75,,,Black,,,"","","","",""
b23e0a2cc82ed704ab0d2bcf99634df8,2020-05-03 03:16:25 +0000,https://www.walmart.com/ip/Nintendo-Screen-Case-Accessories-Slots-Kit-TPU-Carrier-Plus-Bag-Lite-Comes-Card-1-Portable-Travel-2019-Cover-3-Game-Switch-Carrying-8-Protector-Lite/876920889,walmart.com,"",7,4.7,4.7,"",153354535,"","","",16.97,,,Gray,,"",5,2,0,0,0
55cd666d8a6c63a73fa723ead6d42cfd,2020-06-25 04:50:09 +0000,https://www.walmart.com/ip/Blue-Watercolor-Hexagon-Pattern-Skin-Wrap-Decal-Compatible-with-the-Nintendo-Switch-Console-JoyCons/228430675,walmart.com,Blue Watercolor Hexagon Pattern - Skin Wrap Decal Compatible with the Nintendo Switch Console + JoyCons,NA,0.0,0,NA,228430675,462284306757,Design Skinz,NA,15.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
c243ca57e6a337c5b4984684e2445b52,2020-06-06 00:44:56 +0000,https://www.walmart.com/ip/Wars-One-Solid-Month-Pass-Star-X-Jedi-Console-Drive-Microsoft-Xbox-Deluxe-2TB-Order-Gold-SSD-Live-Edition-1-Game-Bundle-State-Enhanced-Fallen/417180919,walmart.com,,"",0.0,0,,417180919,,,,749.99,,,"",,,"","","","",""
c33d5967e26d249afae39a44b8dd41ad,2020-06-23 04:41:50 +0000,https://www.walmart.com/ip/Inside-Door-Latch-Relay-Driver-Left-Hand-1947-55-Chevy-GMC-Truck-1st-Series/424635271,walmart.com,Inside Door Latch Relay - Driver/Left Hand 1947-55 Chevy & GMC Truck (1st Series),NA,0.0,0,110163,424635271,072017958339,UNITED PACIFIC,110163,28.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
a3c86aa512208badfed51202e4cbadff,2020-06-09 01:59:55 +0000,https://www.walmart.com/ip/Replacement-for-PART-0630-152-DIODE-SENSOR-LIGHT-STYLE-21/530385969,walmart.com,,"",0.0,0,,530385969,,,,42.02,,,"",,,"","","","",""
d2ec8e55ef8247d7d7b659ec9ca1e565,2020-04-15 01:22:18 +0000,https://www.walmart.com/ip/urBeats3-In-Ear-Wired-Earphones-with-Lightning-Connector-Satin-Gold/362000141,walmart.com,,3,3.7,3.7,,556134592,,,,47.00,,,Coral,,,2,0,0,0,1
a4dbfcf5271d26584122fe246fd1f4b1,2020-04-18 04:16:43 +0000,https://www.walmart.com/ip/Retired-Art-Collection-of-Skins-For-Nintendo-New-3DS-XL-2015/674788404,walmart.com,"","",0,0,"",279700688,"","","",14.99,,,Beer Lover,,"","","","","",""
15dfc1031fbf93a920c79c0630ae8699,2020-05-17 03:44:43 +0000,https://www.walmart.com/ip/Wireless-Bluetooth-Microphone-TV-COWIN-Noise-Playtime-30H-Pro-Over-E7-Work-Computer-Bass-Hi-Fi-Deep-Headphones-Travel-Active-Ear-Phone-Red-Headphone-/828275235,walmart.com,"",2364,4.7,4.7,"",361052422,"","","",89.99,,,Pink,,,1926,288,64,38,48
97038646a31caa21f155c5ac6b824117,2020-05-05 04:15:45 +0000,https://www.walmart.com/ip/Retired-Art-Collection-of-Skins-For-Sony-PS4-Pro-Console/418145907,walmart.com,Retired Art Collection of Skins For Sony PS4 Pro Console,"",0,0,"",810804674,719281020958,MightySkins,"",24.99,,,Key To Success,,"","","","","",""
b0ab05de8f62627b2bf5d8e9555f116f,2020-06-05 01:39:16 +0000,https://www.walmart.com/ip/h-Smartwatch-with-Camera-TouchScreen-SIM-Card-Slot-Waterproof-Phones-Smart-Wrist-Watch-Sports-Fitness-Pedometer-Compatible-With-For-Smartphone/353988638,walmart.com,,1,2.0,2.0,,392984863,,,,16.99,,,White,,,0,0,0,1,0
75510cb128efed7faa9e64b39a60c1b2,2020-06-11 00:42:15 +0000,https://www.walmart.com/ip/Refurbished-Apple-iPhone-7-128GB-Jet-Black-Unlocked-GSM/885326132,walmart.com,,7,3.1,3.1,,885326132,,,,167.00,,,"",,,2,1,2,0,2
8d8ff1001e09456ffaba111f6f512c73,2020-04-18 01:53:48 +0000,https://www.walmart.com/ip/Refurbished-Apple-iPhone-6-16GB-Silver-GSM/169291842,walmart.com,"",3,1.3,1.3,"",169291842,"","","",99.95,,"",Silver,"","",0,0,0,1,2
c534ab12298e86189e3a01174836ea3c,2020-04-20 06:12:15 +0000,https://www.walmart.com/ip/LYUMO-1080P-Wireless-Security-Camera-System-8CH-CCTV-DVR-with-8-Wifi-IP-Surveillance-Cameras-Indoor-Outdoor-IP66-Waterproof-Cameras-Black-US-110V/155622692,walmart.com,"","",0,0,"",155622692,"","","",238.58,,,"",,,"","","","",""
f7d394053b25133cf018ec7561a2d9f1,2020-04-07 04:01:35 +0000,https://www.walmart.com/ip/TSV-Capacitive-Pen-Touch-For-Tablet-iPad-Phone-Samsung-PC-Screen-Stylus-Pencil/902768561,walmart.com,,4,4.8,4.8,,680848503,,,,8.97,,,Silver,,,3,1,0,0,0
32ba87028d5d4357681872fad8308862,2020-05-06 03:23:43 +0000,https://www.walmart.com/ip/Bands-Strap-Band-Fitbit-Wrist-SE-Sport-Watch-Mignova-Silicone-Charge-Replacement-Soft-Tracker-115mm-Aqua-Blue-3-Fitness/207514788,walmart.com,"Mignova Fitbit Charge 3 / Charge 3 SE Watch Bands, Soft Silicone Replacement Sport Watch Wrist Band Strap for Fitbit Charge 3 / Charge 3 SE Fitness Tracker(145mm-Black/white)","",0,0,"",150554716,710670960718,Mignova,"",10.99,,,115mm-Black/white,,"","","","","",""
76bfb40c4e39299992a743b0f2de98e7,2020-05-29 06:29:35 +0000,https://www.walmart.com/ip/Suburban-161154-Wall-Thermostat-Heat-Only-White/174277527,walmart.com,"",3,3,3.0,"",174277527,"","","",23.56,,,"",,,1,0,1,0,1
afec87b907b8ccc21ff7649b3c38c5be,2020-05-25 10:14:45 +0000,https://www.walmart.com/ip/Wireless-iPhone-Bluetooth-Support-Colorful-System-With-Mini-Light-Speaker-USB-Mic-Sound-Box-Stereo-iPod-Card-Android-White-Portable-TF-Equipment-Etc-/589735564,walmart.com,"GustaveDesign Portable Mini Wireless Bluetooth Speaker Stereo Sound Box With Colorful Light Support USB & TF Card Mic for iPhone iPod & Android System Equipment Etc ""Blue""",2,2,2.0,"",450124493,819724024823,Gustave,"",10.99,,,Blue,,,0,0,1,0,1
130bdd832b51c5257cefb9c621cf0ab9,2020-06-05 05:48:06 +0000,https://www.walmart.com/ip/Philips-Hue-White-and-Color-Ambiance-Smart-Lightstrip-Plus-2m-LED/47391668,walmart.com,,36,4.2,4.2,,47391668,,,,"",,,"",,,22,6,4,2,2
1d34412008ed74333adc2029537ca3c2,2020-04-08 00:53:58 +0000,https://www.walmart.com/ip/Refurbished-Apple-iPhone-6s-128GB-Gold-Unlocked-GSM/424217224,walmart.com,,"",0,0,,674089135,,,,128.95,,,Silver,,,"","","","",""
c44f7249ce9649580e6677b54628f179,2020-04-11 09:36:50 +0000,https://www.walmart.com/ip/FPC-6149-2-Door-Access-Control-Out-Swing-Door-300lb-MagLock-Time-Attendance-Black-Indoor-Outdoor-Card-Reader-10000-Users-PIR-Kit/187164574,walmart.com,,"",0,0,,443967243,,,,442.07,,,"",,,"","","","",""
90916b501a790a7d8ec1ff0d63683ef2,2020-05-03 09:24:16 +0000,https://www.walmart.com/ip/Wireless-FHD-Detection-Night-G-Security-CACAGOO-1080P-Monitor-Camera-Home-Motion-2-Way-Panoramic-Baby-Pet-Elder-IP-Vision-Surveillance-Viewing-2-4-Wi/659807636,walmart.com,"","",0,0,"",659807636,"","","",24.58,,,"",,,"","","","",""
9cbdf3f65b6be4211df013e3ce313899,2020-05-04 02:05:44 +0000,https://www.walmart.com/ip/L21-Bluetooth-5-0-Headset-TWS-Wireless-Earphones-Stereo-Mini-Earbuds-Headphones-with-Charging-Box/886026494,walmart.com,"",4,5,5.0,"",987161919,"","","",10.63,,,Black,,,4,0,0,0,0
fb3d923b395c1c90cb37efbe6688412c,2020-04-13 00:48:38 +0000,https://www.walmart.com/ip/Lifeproof-FRE-for-iPhone-6-6s-Avalance-White/48947628,walmart.com,,1326,4.2,4.2,,48947636,,,,64.36,,,Grind Grey,,,807,239,127,80,73
964411db5dc95873566ce657b2e08107,2020-05-04 01:39:39 +0000,https://www.walmart.com/ip/For-Beats-Solo-2-3-Earpad-Replacement-Beats-Solo-Cushion-Replacement-for-Solo-2-3-Wireless-On-Ear-Headphones-1-Pair-Blue/484951265,walmart.com,"",2,5,5.0,"",359294678,"","","",8.99,,,White,,"",2,0,0,0,0
10c467c715d0cdcd949e7a1d08510a0b,2020-05-23 00:28:45 +0000,https://www.walmart.com/ip/TRUE-WIRELESS-EARBUD-BLK/651945612,walmart.com,"",86,3.9,3.9,"",556485090,"","","",83.99,,"",Blue,"","",43,17,13,3,10
8c8ac692b9b6c65e07496a10b04d96e5,2020-06-25 04:45:54 +0000,https://www.walmart.com/ip/bushwhacker-rail-holder-portable-strap-mount-fits-cart-golf-bar-bluetooth-attachment-railing-speaker-speakers-wireless-adjustable-accessory/225172851,walmart.com,bushwhacker portable speaker mount for golf cart railing - adjustable strap fits most bluetooth wireless speakers attachment accessory holder bar rail,NA,0.0,0,SPEMOU,225172851,084127997887,Bushwhacker,SPEMOU,13.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
762ba316f3052586326bcf6a9385b02d,2020-06-11 00:32:13 +0000,https://www.walmart.com/ip/Apple-iPhone-6-GSM-Unlocked-4G-LTE-Gold-16GB-Certified-Refurbished/421507997,walmart.com,,2,5.0,5.0,,859910477,,,,109.99,,,Silver,,,2,0,0,0,0
268912e39d0749c5d371b2dd92afc9d3,2020-04-13 01:11:24 +0000,https://www.walmart.com/ip/Safavieh-Natural-Fiber-Levi-Braided-Area-Rug-Or-Runner/102635708,walmart.com,,96,4.3,4.3,,42070367,,,,221.99,,,Sage/Natural,,,62,18,8,2,6
5915956bd8d83e91762c79ea9fe59aa5,2020-05-26 01:48:01 +0000,https://www.walmart.com/ip/Indigi-4G-LTE-Unlocked-QuadCore-SmartPhone-TabletPC-Official-Android-9-Pie-w-WiFi-2GB-RAM-16GB-ROM-DualSIM-Slots/157742557,walmart.com,"","",0,0,"",157742557,"","","",109.99,,"","","","","","","","",""
7977599ec1d1285f81de70ba1ed4f5ae,2020-06-25 02:29:17 +0000,https://www.walmart.com/ip/Factory-Refurbished-256GB-Apple-iPhone-7-GSM-Unlocked-Smartphone-Gold/787911240,walmart.com,Factory Refurbished 256GB Apple iPhone 7 GSM Unlocked Smartphone – Silver,NA,0.0,0,iPhone 7,814783648,709951796320,Apple,iPhone 7,179.99,NA,GSM Unlocked,Silver,256 GB,4.7inch,NA,NA,NA,NA,NA
1b45602eb22ebddd0dd55c464e08eb8c,2020-05-01 09:12:57 +0000,https://www.walmart.com/ip/RC-Quadcopter-Drone-with-1080P-5-0MP-Camera-Foldable-Selfie-Drone-20-Minutes-Flight-Time-WIFI-FPV-with-2-Batteries-KY601S-White/572504537,walmart.com,"","",0,0,"",572504537,"","","",67.99,,,White,,,"","","","",""
0abe139d030495a6aa9e470c74783f96,2020-06-11 03:14:57 +0000,https://www.walmart.com/ip/For-Apple-iPad-Air-2nd-A1566-A1567-Shockproof-Protective-360-Rotating-Stand-W-Strap-Case-Cover-Black-Black/291108186,walmart.com,,"",0.0,0,,873793921,,,,29.99,,,Off-White,,,"","","","",""
119c3128b89a38d10daf18553b333825,2020-04-20 00:37:12 +0000,https://www.walmart.com/ip/Bluetooth-Wireless-Smart-Watch-A1-Wrist-Watches-Phone-Mate-for-Android-Samsung-iPhone-HTC-LG-nbsp/385746394,walmart.com,"",1,5,5.0,"",864868260,"","","",39.75,,,Black,,"",1,0,0,0,0
06a37320425b9dcaefeb8bf696299178,2020-06-06 02:19:13 +0000,https://www.walmart.com/ip/Edgewater-Parts-Universal-Oven-Electric-Thermostat/142597754,walmart.com,,1,4.0,4.0,,142597754,,,,59.95,,,"",,,0,1,0,0,0
be6f664b654e840e3014a5bf91334d76,2020-04-05 08:56:11 +0000,https://www.walmart.com/ip/WiFi-Ring-Doorbell-Smart-Wireless-Bell-Video-Camera-Phone-Control-Home-Security/107055449,walmart.com,,12,2.2,2.2,,324936281,,,,46.24,,,Silver,,,2,1,0,3,6
fc93c914731feff99473684aee5aa479,2020-05-22 01:31:45 +0000,https://www.walmart.com/ip/LG-Electronics-WH14NS40-14X-SATA-Blu-ray-Internal-Rewriter-w-3D-PlaybackM-DISC-Bulk-Black/34960810,walmart.com,"",89,4.2,4.2,"",34960810,"","","",62.21,,,"",,,63,7,4,3,12
94415bb4e15646c96cca6215c8b0e90b,2020-04-26 05:28:11 +0000,https://www.walmart.com/ip/Refurbished-Dropcam-Pro-Wi-Fi-Wireless-Video-Monitoring-Security-Camera/467407109,walmart.com,"","",0,0,"",467407109,"","","",159.23,,,"",,,"","","","",""
3ec431473034d72131a5d977a15cd794,2020-06-04 01:17:19 +0000,https://www.walmart.com/ip/Refurbished-Apple-iPhone-11-Pro-Max-256GB-Gold-LTE-Cellular-Sprint-MWG82LL-A/397298223,walmart.com,"","",0.0,0,"",397298223,"","","",1150.00,,"","","","","","","","",""
3dcc5a729f7307fb927323ed8d9a04bf,2020-04-21 06:34:22 +0000,https://www.walmart.com/ip/Refurbished-Flip-4-Waterproof-Portable-Bluetooth-Splashproof-Speaker-J-L-Red/689593495,walmart.com,"","",0,0,"",689593495,"","","",65.00,,,"",,"","","","","",""
9d18e261a3ccdc9aa540ba3e841f5393,2020-04-11 03:38:16 +0000,https://www.walmart.com/ip/Wireless-Contixo-Bluetooth-Premium-Safe-Cushioning-Over-The-Ear-Kids-With-Max-Headphones-Volume-85dB-Controls-Limit-Comfortable-Child-Gold/800764646,walmart.com,,"",0,0,,800764646,,,,29.99,,,Gold,,,"","","","",""
254d50bb6fc793297ce9795266bdeedd,2020-04-13 01:21:23 +0000,https://www.walmart.com/ip/Wrangler-Men-s-Cowboy-Cut-Original-Fit-Jean/42393086,walmart.com,,342,4.4,4.4,,606936296,,,,31.87,,,Shadow Black,,,261,33,10,12,26
6ba9e7a8d116e4cb558a66cfed4c827f,2020-05-28 05:34:21 +0000,https://www.walmart.com/ip/Refurbished-Nest-Cam-WiFi-Indoor-Security-Camera-Black/105502090,walmart.com,"",2,5,5.0,"",105502090,"","","",144.79,,,"",,,2,0,0,0,0
fc93b3e2ad3b4418c21b3b6c6d8864b2,2020-06-02 02:56:40 +0000,https://www.walmart.com/ip/Case-screen-Rotating-Black-Case-built-in-iPad-Protection-Cover-Kickstand-Degree-Hybrid-protector-Dteck-7th-Rugged-Layer-360-Handle-2019-Gen-3-10-2-in/895230717,walmart.com,"","",0.0,0,"",344834053,"","","",28.99,,,Blue/Green,,"","","","","",""
54848a9b41ad01043b4998d4e5f3ad61,2020-04-14 03:40:48 +0000,https://www.walmart.com/ip/Wireless-Black-Case-iPad-Tablet-Degree-Keyboard-2020-7th-360-2019-Generation-10-2-Pen-Anti-scratch-Slot/778224843,walmart.com,,1,2,2.0,,778224843,,,,46.93,,,Black,,,0,0,0,1,0
68fe6e500753cc56fc8e41c4045fa687,2020-05-16 16:33:12 +0000,https://www.walmart.com/ip/Adjustable-Replacement-Soft-Silicone-Wristband-Watch-Band-Strap-For-Samsung-Gear-Fit-2-Tracker/537898237,walmart.com,"",4,2.5,2.5,"",741091148,"","","",13.44,,,Navy,,"",1,0,1,0,2
58435b73df34770403484f060b9d0bd3,2020-04-01 06:08:46 +0000,https://www.walmart.com/ip/Wireless-Motion-Waterproof-Camera-Wireless-FAGINEY-1080P-Camera-Surveillance-Surveillance-Battery-Camera-WiFi-Detection-Powered/716679138,walmart.com,,"",0,0,,716679138,,,,56.29,,,"",,,"","","","",""
